CÓDIGO OACI;CIAD;NOME;MUNICÍPIO;UF;MUNICÍPIO SERVIDO;UF SERVIDO;LatGeoPoint;LonGeoPoint;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO DIURNA;OPERAÇÃO NOTURNA;DESIGNAÇÃO 1;COMPRIMENTO 1;LARGURA 1;RESISTÊNCIA 1;SUPERFÍCIE 1;DESIGNAÇÃO 2;COMPRIMENTO2;LARGURA 2;RESISTÊNCIA 2;SUPERFÍCIE 2;SITUAÇÃO;ValidadedoRegistro;PortariadeRegistro;Link Portaria
SWRO;RO0002;Aeroclube de Rondônia;PORTO VELHO;Rondônia;Porto Velho;Rondônia;-8.7936111;-63.858056;"08°47'37.0S""";"063°51'29.0W""";113;VFR;Sem Operação;jan/19;13,000,000;30,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;;;
SNPC;PI0009;Picos;PICOS;Piauí;Picos;Piauí;-7.0652778;-41.519444;"07°03'55.0S""";"041°31'10.0W""";320;VFR;Sem Operação;14/32;12,000,000;24,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;14/09/2028;PA2018-2847;https://pergamum.anac.gov.br/arquivos/PA2018-2847.pdf
SBDN;SP0005;Presidente Prudente;PRESIDENTE PRUDENTE;São Paulo;Presidente Prudente;São Paulo;-22.178333;-51.418889;"22°10'42.0S""";"051°25'08.0W""";452;VFR / IFR Não Precisão;VFR / IFR Não Precisão;dez/30;21,000,000;35,00;38/F/A/X/T;Asfalto;;;;;;Cadastrado;09/05/2026;PA2016-1108;https://pergamum.anac.gov.br/arquivos/PA2016-1108.pdf
SBTK;AC0004;Tarauacá;TARAUACÁ;Acre;Tarauacá;Acre;-8.1547222;-70.782778;"08°09'17.0S""";"070°46'58.0W""";197;VFR;Sem Operação;14/32;11,300,000;14,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;;PA2006-0657;https://pergamum.anac.gov.br/arquivos/PA2006-0657.pdf
SBCD;SC0006;Carlos Alberto da Costa Neves;CAÇADOR;Santa Catarina;Caçador;Santa Catarina;-26.789722;-50.939722;"26°47'23.0S""";"050°56'23.0W""";1029;VFR / IFR Não Precisão;VFR / IFR Não Precisão;fev/20;16,250,000;30,00;25/F/A/X/T;Asfalto;;;;;;Cadastrado;;PA2013-3195;https://pergamum.anac.gov.br/arquivos/PA2013-3195.pdf
SNBI;MA0005;Bacabal;BACABAL;Maranhão;Bacabal;Maranhão;-4.2280556;-44.819722;"04°13'41.0S""";"044°49'11.0W""";20;VFR;;out/28;16,000,000;30,00;25/F/A/X/T;Asfalto;;;;;;Cadastrado;27/02/2028;PA2018-0629;https://pergamum.anac.gov.br/arquivos/PA2018-0629.pdf
SSPM;MS0013;Porto Murtinho;PORTO MURTINHO;Mato Grosso do Sul;Porto Murtinho;Mato Grosso do Sul;-21.712778;-57.879167;"21°42'46.0S""";"057°52'45.0W""";81;VFR;;18/36;13,000,000;30,00;15/F/B/X/T;Asfalto;;;;;;Cadastrado;18/03/2025;PA2015-0655;https://pergamum.anac.gov.br/arquivos/PA2015-0655.pdf
SWPR;GO0029;Pires do Rio;PIRES DO RIO;Goiás;Pires do Rio;Goiás;-17.318889;-48.334722;"17°19'08.0S""";"048°20'05.0W""";781;VFR;;out/28;10,800,000;18,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;18/09/2024;PA2014-2214;https://pergamum.anac.gov.br/arquivos/PA2014-2214.pdf
SBPR;MG0005;Carlos Prates;BELO HORIZONTE;Minas Gerais;Belo Horizonte;Minas Gerais;-19.909167;-43.989167;"19°54'33.0S""";"043°59'21.0W""";928;VFR;Sem Operação;set/27;8,680,000;18,00;10/F/C/Y/U;Asfalto;;;;;;Cadastrado;27/10/2024;PA2014-2499;https://pergamum.anac.gov.br/arquivos/PA2014-2499.pdf
SDKF;BA0027;Juazeiro;JUAZEIRO;Bahia;Curaçá;Bahia;-9.1552778;-40.091667;"09°09'19.0S""";"040°05'30.0W""";392;VFR;Sem Operação;18/36;13,000,000;22,00;12/F/B/Y/U;Asfalto;;;;;;Cadastrado;17/12/2025;PA2015-3337;https://pergamum.anac.gov.br/arquivos/PA2015-3337.pdf
SNQV;MG0044;Curvelo;CURVELO;Minas Gerais;Curvelo;Minas Gerais;-18.749444;-44.458056;"18°44'58.0S""";"044°27'29.0W""";672;VFR;Sem Operação;set/27;12,000,000;23,00;5000 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;16/10/2018;PA2018-3127;https://pergamum.anac.gov.br/arquivos/PA2018-3127.pdf
SDMH;SP0059;Mirassol;MIRASSOL;São Paulo;Mirassol;São Paulo;-20.807222;-49.486111;"20°48'26.0S""";"049°29'10.0W""";584;VFR;Sem Operação;jun/24;10,000,000;30,00;8/F/C/Y/U;Terra;;;;;;Interditado;;PA2014-3150;https://pergamum.anac.gov.br/arquivos/PA2014-3150.pdf
SBAU;SP0009;Estadual Dario Guarita;ARAÇATUBA;São Paulo;Araçatuba;São Paulo;-21.144167;-50.426389;"21°08'39.0S""";"050°25'35.0W""";414;;;mai/23;21,200,000;35,00;26/F/A/X/T;Asfalto;;;;;;Cadastrado;13/01/2031;PA2021-3951;https://pergamum.anac.gov.br/arquivos/PA2021-3951.pdf
SDPV;SP0040;Presidente Venceslau;PRESIDENTE VENCESLAU;São Paulo;Presidente Venceslau;São Paulo;-21.893333;-51.884444;"21°53'36.0S""";"051°53'04.0W""";445;VFR;Sem Operação;14/32;12,000,000;30,00;5700 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;31/07/2030;PA2020-1924;https://pergamum.anac.gov.br/arquivos/PA2020-1924.pdf
SNPJ;MG0042;Patrocínio;PATROCÍNIO;Minas Gerais;Patrocínio;Minas Gerais;-18.909167;-46.982778;"18°54'33.0S""";"046°58'58.0W""";985;VFR;;mai/23;12,000,000;30,00;14/F/B/Y/T;Asfalto;;;;;;Cadastrado;03/06/2029;PA2019-1662;https://pergamum.anac.gov.br/arquivos/PA2019-1662.pdf
SBIP;MG0007;Usiminas;SANTANA DO PARAÍSO;Minas Gerais;Santana do Paraíso;Minas Gerais;-19.470556;-42.488056;"19°28'14.0S""";"042°29'17.0W""";239;VFR / IFR Não Precisão;;mai/23;20,050,000;45,00;33/F/B/X/T;Asfalto;;;;;;Cadastrado;;PD2001-1629;https://pergamum.anac.gov.br/arquivos/PD2001-1629.pdf
SSNH;RS0023;Novo Hamburgo;NOVO HAMBURGO;Rio Grande do Sul;Novo Hamburgo;Rio Grande do Sul;-29.699167;-51.081944;"29°41'57.0S""";"051°04'55.0W""";15;VFR;Sem Operação;fev/20;8,700,000;30,00;5700 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;25/06/2030;PA2020-1592;https://pergamum.anac.gov.br/arquivos/PA2020-1592.pdf
SJVO;GO0030;Aragarças;ARAGARÇAS;Goiás;Aragarças;Goiás;-15.899167;-52.245278;"15°53'57.0S""";"052°14'43.0W""";323;VFR;Sem Operação;out/28;10,100,000;30,00;14/F/B/X/U;Asfalto;;;;;;Cadastrado;;PD2005-1223;https://pergamum.anac.gov.br/arquivos/PD2005-1223.pdf
SSBV;MS0011;Bela Vista;BELA VISTA;Mato Grosso do Sul;Bela Vista;Mato Grosso do Sul;-22.082222;-56.538333;"22°04'56.0S""";"056°32'18.0W""";235;VFR;Sem Operação;mar/21;13,000,000;23,00;10/F/B/Y/T;Terra;;;;;;Interditado;;PD1999-0028;https://pergamum.anac.gov.br/arquivos/PD1999-0028.pdf
SJBY;MA0007;João Silva;SANTA INÊS;Maranhão;Santa Inês;Maranhão;-3.6544444;-45.345278;"03°39'16.0S""";"045°20'43.0W""";21;;;jun/24;15,000,000;30,00;10/F/C/Y/T;Asfalto;;;;;;Cadastrado;20/05/2030;PA2020-1297;https://pergamum.anac.gov.br/arquivos/PA2020-1297.pdf
SSSD;RS0017;Soledade;SOLEDADE;Rio Grande do Sul;Soledade;Rio Grande do Sul;-28.863333;-52.540556;"28°51'48.0S""";"052°32'26.0W""";673;VFR;Sem Operação;17/35;11,990,000;23,00;5700 Kg /   1.00 MPa;Grama;;;;;;Cadastrado;19/05/2030;PA2020-1287;https://pergamum.anac.gov.br/arquivos/PA2020-1287.pdf
SDTK;RJ0011;Parati;PARATY;Rio de Janeiro;Paraty;Rio de Janeiro;-23.224444;-44.720278;"23°13'28.0S""";"044°43'13.0W""";3;VFR;Sem Operação;out/28;7,000,000;23,00;2500 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;;PD1998-0051;https://pergamum.anac.gov.br/arquivos/PD1998-0051.pdf
SBRF;PE0001;Guararapes - Gilberto Freyre Internacional;RECIFE;Pernambuco;Recife;Pernambuco;-8.1263889;-34.922778;"08°07'35.0S""";"034°55'22.0W""";10;VFR / IFR - CAT I;VFR / IFR - CAT I;18/36;30,070,000;45,00;72/F/B/X/T;Asfalto;;;;;;Cadastrado;20/05/2023;PA2013-1297;https://pergamum.anac.gov.br/arquivos/PA2013-1297.pdf
SDRS;RJ0007;Resende;RESENDE;;Resende;Rio de Janeiro;-22.478611;-44.481667;"22°28'43.0S""";"044°28'54.0W""";402;VFR;;ago/26;13,000,000;30,00;13/F/C/Y/U;Asfalto;;;;;;Cadastrado;09/04/2030;PA2020-0973;https://pergamum.anac.gov.br/arquivos/PA2020-0973.pdf
SWEI;AM0009;Eirunepé;EIRUNEPÉ;Amazonas;Eirunepé;Amazonas;-6.6375;-69.883056;"06°38'15.0S""";"069°52'59.0W""";122;VFR;Sem Operação;16/34;23,000,000;45,00;30/F/C/X/U;Asfalto;;;;;;Cadastrado;06/09/2029;PA2019-2711;https://pergamum.anac.gov.br/arquivos/PA2019-2711.pdf
SSQP;BA0061;Monte Santo;MONTE SANTO;Bahia;Monte Santo;Bahia;-10.465278;-39.286111;"10°27'55.0S""";"039°17'10.0W""";443;VFR;;17/35;10,000,000;30,00;5700 Kg /   0.50 MPa;Piçarra;;;;;;Cadastrado;13/10/2025;PA2015-2706;https://pergamum.anac.gov.br/arquivos/PA2015-2706.pdf
SNKD;MG0070;Conceição do Mato Dentro;CONCEIÇÃO DO MATO DENTRO;Minas Gerais;Conceição do Mato Dentro;Minas Gerais;-19.020278;-43.433889;"19°01'13.0S""";"043°26'02.0W""";669;VFR;Sem Operação;15/33;9,600,000;23,00;8/F/B/X/T;Asfalto;;;;;;Interditado;;PD1984-0091;https://pergamum.anac.gov.br/arquivos/PD1984-0091.pdf
SSLG;RS0021;São Luiz Gonzaga;SÃO LUIZ GONZAGA;Rio Grande do Sul;São Luiz Gonzaga;Rio Grande do Sul;-28.376389;-55.0375;"28°22'35.0S""";"055°02'15.0W""";200;VFR;Sem Operação;jun/24;12,000,000;60,00;8/F/C/Y/U;Saibro;;;;;;Cadastrado;;;
SWHP;MT0006;Olhos D'Água;ÁGUA BOA;Mato Grosso;Água Boa;Mato Grosso;-14.019444;-52.152222;"14°01'10.0S""";"052°09'08.0W""";459;VFR;VFR;mar/21;16,270,000;18,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;19/09/2023;PA2013-2444;https://pergamum.anac.gov.br/arquivos/PA2013-2444.pdf
SWDN;TO0006;Dianópolis;DIANÓPOLIS;Tocantins;Dianópolis;Tocantins;-11.595278;-46.847778;"11°35'43.0S""";"046°50'52.0W""";730;VFR;;out/28;15,000,000;30,00;12/F/B/X/T;Asfalto;;;;;;Interditado;16/06/2026;PA2016-1485;https://pergamum.anac.gov.br/arquivos/PA2016-1485.pdf
SNJB;BA0062;Jacobina;JACOBINA;Bahia;Jacobina;Bahia;-11.163056;-40.553333;"11°09'47.0S""";"040°33'12.0W""";489;VFR;;14/32;9,000,000;25,00;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;03/08/2025;PA2015-2078;https://pergamum.anac.gov.br/arquivos/PA2015-2078.pdf
SSCL;MS0018;Cassilândia;CASSILÂNDIA;Mato Grosso do Sul;Cassilândia;Mato Grosso do Sul;-19.146944;-51.676389;"19°08'49.0S""";"051°40'35.0W""";481;VFR;Sem Operação;13/31;10,810,000;18,00;10/F/B/Y/T;Asfalto;;;;;;Cadastrado;24/04/2027;PA2017-1340;https://pergamum.anac.gov.br/arquivos/PA2017-1340.pdf
SNTO;MG0048;Juscelino Kubitscheck;TEÓFILO OTONI;Minas Gerais;Teófilo Otoni;Minas Gerais;-17.890833;-41.515;"17°53'27.0S""";"041°30'54.0W""";480;VFR;VFR;nov/29;11,900,000;23,00;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;23/06/2030;PA2020-1559;https://pergamum.anac.gov.br/arquivos/PA2020-1559.pdf
SDBK;SP0019;Tancredo de Almeida Neves;BOTUCATU;São Paulo;Botucatu;São Paulo;-22.936667;-48.4675;"22°56'12.0S""";"048°28'03.0W""";918;VFR;VFR;jan/19;15,000,000;30,00;40/F/A/X/T;Asfalto;;;;;;Cadastrado;22/11/2022;PA2012-2536;https://pergamum.anac.gov.br/arquivos/PA2012-2536.pdf
SWVC;MT0016;Vila Rica;VILA RICA;Mato Grosso;Vila Rica;Mato Grosso;-9.9811111;-51.140556;"09°58'52.0S""";"051°08'26.0W""";254;VFR;Sem Operação;jul/25;13,500,000;30,00;4000 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;18/05/2030;PA2020-1286;https://pergamum.anac.gov.br/arquivos/PA2020-1286.pdf
SIBW;PB0008;Conceição;CONCEIÇÃO;Paraíba;Conceição;Paraíba;-7.5625;-38.4975;"07°33'45.0S""";"038°29'51.0W""";370;VFR;Sem Operação;ago/26;10,000,000;27,00;8/F/C/Y/U;Asfalto;;;;;;Interditado;;PD2001-1493;https://pergamum.anac.gov.br/arquivos/PD2001-1493.pdf
SWMW;AM0020;Maués;MAUÉS;Amazonas;Maués;Amazonas;-3.3569444;-57.712222;"03°21'25.0S""";"057°42'44.0W""";21;VFR;Sem Operação;jan/19;12,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;09/09/2021;PA2011-1705;https://pergamum.anac.gov.br/arquivos/PA2011-1705.pdf
SDVG;SP0026;Domingos Pignatari;VOTUPORANGA;São Paulo;Votuporanga;São Paulo;-20.457222;-50.0025;"20°27'26.0S""";"050°00'09.0W""";508;VFR;VFR;mai/23;15,000,000;30,00;26/F/B/X/T;Asfalto;;;;;;Cadastrado;;PD1971-0052;https://pergamum.anac.gov.br/arquivos/PD1971-0052.pdf
SIZX;MT0018;Juara Sul;JUARA;Mato Grosso;Juara;Mato Grosso;-11.296667;-57.548889;"11°17'48.0S""";"057°32'56.0W""";302;;;nov/29;12,000,000;30,00;5700 Kg /   0.50 MPa;Cascalho;;;;;;Cadastrado;12/01/2031;PA2021-3950;https://pergamum.anac.gov.br/arquivos/PA2021-3950.pdf
SJXI;MG0311;Santa Rita do Sapucaí;SANTA RITA DO SAPUCAÍ;Minas Gerais;Santa Rita do Sapucaí;Minas Gerais;-22.272778;-45.64;"22°16'22.0S""";"045°38'24.0W""";882;VFR;Sem Operação;16/34;10,000,000;30,00;5700 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;24/12/2029;PA2019-3886;https://pergamum.anac.gov.br/arquivos/PA2019-3886.pdf
SNPU;MG0073;Paraguaçu;PARAGUAÇU;Minas Gerais;Paraguaçu;Minas Gerais;-21.561389;-45.754722;"21°33'41.0S""";"045°45'17.0W""";898;;;jul/25;9,000,000;30,00;8/F/C/Y/U;Terra;;;;;;Interditado;;;
SSAB;PR0024;Moisés Lupion;IBAITI;Paraná;Ibaiti;Paraná;-23.763056;-50.259167;"23°45'47.0S""";"050°15'33.0W""";600;VFR;;mai/23;12,000,000;18,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;17/08/2027;PA2017-2711;https://pergamum.anac.gov.br/arquivos/PA2017-2711.pdf
SDVE;SP0070;Vera Cruz;VERA CRUZ;São Paulo;Vera Cruz;São Paulo;-22.230278;-49.816944;"22°13'49.0S""";"049°49'01.0W""";640;VFR;Sem Operação;15/33;9,500,000;20,00;5600 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;17/04/2030;PA2020-1028;https://pergamum.anac.gov.br/arquivos/PA2020-1028.pdf
SNRZ;MG0049;Oliveira;OLIVEIRA;Minas Gerais;Oliveira;Minas Gerais;-20.714444;-44.865278;"20°42'52.0S""";"044°51'55.0W""";1015;VFR;VFR;mar/21;11,800,000;18,00;5700 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;16/09/2031;PA2020-2420;https://pergamum.anac.gov.br/arquivos/PA2020-2420.pdf
SDKJ;BA0025;Formosa do Rio Preto;FORMOSA DO RIO PRETO;Bahia;Formosa do Rio Preto;Bahia;-11.021111;-45.187222;"11°01'16.0S""";"045°11'14.0W""";511;VFR;Sem Operação;13/31;13,200,000;18,50;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;29/10/2025;PA2015-2866;https://pergamum.anac.gov.br/arquivos/PA2015-2866.pdf
SBLP;BA0037;Bom Jesus da Lapa;BOM JESUS DA LAPA;Bahia;Bom Jesus da Lapa;Bahia;-13.261389;-43.4075;"13°15'41.0S""";"043°24'27.0W""";443;;;18/36;12,110,000;30,00;9/F/C/Y/U;Asfalto;;;;;;Cadastrado;;;
SNGB;PI0011;Gilbués;GILBUÉS;Piauí;Gilbués;Piauí;-9.8336111;-45.367222;"09°50'01.0S""";"045°22'02.0W""";450;VFR;Sem Operação;set/27;10,000,000;30,00;8/F/C/Y/U;Terra;;;;;;Interditado;;;
SSKZ;RS0009;Carazinho;CARAZINHO;Rio Grande do Sul;Carazinho;Rio Grande do Sul;-28.321389;-52.815556;"28°19'17.0S""";"052°48'56.0W""";565;VFR;VFR;nov/29;15,600,000;30,00;12/F/B/Y/T;Asfalto;;;;;;Cadastrado;24/10/2028;PA2018-3261;https://pergamum.anac.gov.br/arquivos/PA2018-3261.pdf
SDTI;SP0073;Tupi Paulista;TUPI PAULISTA;São Paulo;Tupi Paulista;São Paulo;-21.393056;-51.598889;"21°23'35.0S""";"051°35'56.0W""";365;VFR;Sem Operação;jun/24;7,500,000;23,00;5700 Kg /   0.50 MPa;Grama;;;;;;Cadastrado;04/08/2030;PA2020-1925;https://pergamum.anac.gov.br/arquivos/PA2020-1925.pdf
SSFL;PI0006;João Pereira dos Santos Filho;FRONTEIRAS;Piauí;Fronteiras;Piauí;-7.1;-40.628333;"07°06'00.0S""";"040°37'42.0W""";448;VFR;VFR;nov/29;15,000,000;25,00;7/F/A/Y/T;Asfalto;;;;;;Interditado;17/05/2029;PA2019-1470;https://pergamum.anac.gov.br/arquivos/PA2019-1470.pdf
SNJP;MG0036;João Pinheiro;JOÃO PINHEIRO;Minas Gerais;João Pinheiro;Minas Gerais;-17.7875;-46.12;"17°47'15.0S""";"046°07'12.0W""";911;VFR;Sem Operação;jun/24;13,000,000;23,00;5670 Kg /   0.50 MPa;Asfalto;;;;;;Cadastrado;;PD2000-0057;https://pergamum.anac.gov.br/arquivos/PD2000-0057.pdf
SSPS;PR0036;Dimorvan Carraro;PALMAS;Paraná;Palmas;Paraná;-26.472222;-51.975556;"26°28'20.0S""";"051°58'32.0W""";1100;VFR;Sem Operação;mar/21;10,500,000;23,00;19/F/C/Y/U;Asfalto;;;;;;Cadastrado;13/04/2030;PA2020-0983;https://pergamum.anac.gov.br/arquivos/PA2020-0983.pdf
SNJN;MG0039;Januária;JANUÁRIA;Minas Gerais;Januária;Minas Gerais;-15.474722;-44.386389;"15°28'29.0S""";"044°23'11.0W""";480;VFR;Sem Operação;ago/26;12,000,000;30,00;10/F/B/Y/U;Asfalto;;;;;;Cadastrado;;PD1982-0206;https://pergamum.anac.gov.br/arquivos/PD1982-0206.pdf
SDBA;SP0063;Batatais;BATATAIS;São Paulo;Batatais;São Paulo;-20.876944;-47.585833;"20°52'37.0S""";"047°35'09.0W""";881;VFR;Sem Operação;13/31;7,200,000;30,00;5700 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;20/04/2028;PA2018-1240;https://pergamum.anac.gov.br/arquivos/PA2018-1240.pdf
SNTR;BA0036;Piritiba;PIRITIBA;Bahia;Piritiba;Bahia;-11.738056;-40.569722;"11°44'17.0S""";"040°34'11.0W""";585;VFR;;out/28;12,270,000;25,00;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;17/12/2025;PA2015-3336;https://pergamum.anac.gov.br/arquivos/PA2015-3336.pdf
SSOI;SP0043;Pederneiras;PEDERNEIRAS;São Paulo;Pederneiras;São Paulo;-22.306389;-48.773889;"22°18'23.0S""";"048°46'26.0W""";536;VFR;Sem Operação;15/33;11,650,000;25,00;5600 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;04/06/2024;PA2014-1259;https://pergamum.anac.gov.br/arquivos/PA2014-1259.pdf
SNAG;MG0020;Araguari;ARAGUARI;Minas Gerais;Araguari;Minas Gerais;-18.668056;-48.190278;"18°40'05.0S""";"048°11'25.0W""";947;VFR;Sem Operação;mai/23;15,000,000;30,00;14/F/A/Y/T;Asfalto;;;;;;Interditado;;;
SNBC;MA0006;Barra do Corda;BARRA DO CORDA;Maranhão;Barra do Corda;Maranhão;-5.5025;-45.215833;"05°30'09.0S""";"045°12'57.0W""";155;VFR;Sem Operação;ago/26;15,600,000;30,00;13/F/B/Y/U;Terra;;;;;;Cadastrado;;PD1971-0108;https://pergamum.anac.gov.br/arquivos/PD1971-0108.pdf
SBPV;RO0001;Governador Jorge Teixeira de Oliveira;PORTO VELHO;Rondônia;Porto Velho;Rondônia;-8.7136111;-63.902778;"08°42'49.0S""";"063°54'10.0W""";88;;;18/36;24,000,000;45,00;41/F/B/X/T;Asfalto;;;;;;Cadastrado;;PD1985-0091;https://pergamum.anac.gov.br/arquivos/PD1985-0091.pdf
SSCR;PR0016;Ruben Berta;MARECHAL CÂNDIDO RONDON;Paraná;Marechal Cândido Rondon;Paraná;-24.512778;-54.053889;"24°30'46.0S""";"054°03'14.0W""";525;VFR;Sem Operação;jan/19;14,000,000;30,00;10/F/C/Y/U;Asfalto;;;;;;Cadastrado;02/08/2028;PA2018-2358;https://pergamum.anac.gov.br/arquivos/PA2018-2358.pdf
SDPY;SP0066;Pirassununga;PIRASSUNUNGA;São Paulo;Pirassununga;São Paulo;-22.027778;-47.421667;"22°01'40.0S""";"047°25'18.0W""";683;VFR;Sem Operação;fev/20;8,600,000;30,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;23/06/2030;PA2020-1565;https://pergamum.anac.gov.br/arquivos/PA2020-1565.pdf
SDJC;SP0064;Jaboticabal;JABOTICABAL;São Paulo;Jaboticabal;São Paulo;-21.230833;-48.285556;"21°13'51.0S""";"048°17'08.0W""";625;VFR;Sem Operação;jul/25;9,600,000;23,00;5600 Kg /   0.50 MPa;Terra;;;;;;Cadastrado;13/06/2028;PA2018-1754;https://pergamum.anac.gov.br/arquivos/PA2018-1754.pdf
SDUN;RJ0008;Itaperuna;ITAPERUNA;Rio de Janeiro;Itaperuna;Rio de Janeiro;-21.219444;-41.875556;"21°13'10.0S""";"041°52'32.0W""";125;VFR;Sem Operação;jun/24;12,000,000;30,00;8/F/C/Y/U;Grama;;;;;;Cadastrado;;PD1998-0052;https://pergamum.anac.gov.br/arquivos/PD1998-0052.pdf
SNQU;BA0032;Mucugê;MUCUGÊ;Bahia;Mucugê;Bahia;-13.031667;-41.444444;"13°01'54.0S""";"041°26'40.0W""";1056;VFR;;jul/25;13,000,000;19,00;6/F/C/Z/U;Asfalto;;;;;;Interditado;17/12/2025;PA2015-3333;https://pergamum.anac.gov.br/arquivos/PA2015-3333.pdf
SDFD;SP0054;Coronel Aviador Carlos Orleans Guimarães;FERNANDÓPOLIS;São Paulo;Fernandópolis;São Paulo;-20.276667;-50.213889;"20°16'36.0S""";"050°12'50.0W""";500;VFR;Sem Operação;ago/26;10,000,000;25,00;16/F/A/X/T;Asfalto;;;;;;Cadastrado;02/05/2028;PA2018-1338;https://pergamum.anac.gov.br/arquivos/PA2018-1338.pdf
SNUB;MG0058;Ubá;UBÁ;Minas Gerais;Ubá;Minas Gerais;-21.1225;-42.882222;"21°07'21.0S""";"042°52'56.0W""";340;VFR;Sem Operação;16/34;10,800,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD1983-0189;https://pergamum.anac.gov.br/arquivos/PD1983-0189.pdf
SDNM;MT0047;Brigadeiro Eduardo Gomes;NOVA MUTUM;Mato Grosso;Nova Mutum;Mato Grosso;-13.821111;-56.038611;"13°49'16.0S""";"056°02'19.0W""";430;VFR;Sem Operação;mai/23;15,410,000;24,00;18/F/B/Y/U;Asfalto;;;;;;Cadastrado;01/10/2029;PA2019-3023;https://pergamum.anac.gov.br/arquivos/PA2019-3023.pdf
SSMT;RS0044;Mostardas;MOSTARDAS;Rio Grande do Sul;Mostardas;Rio Grande do Sul;-31.104167;-50.912222;"31°06'15.0S""";"050°54'44.0W""";18;VFR;Sem Operação;mai/23;9,750,000;18,00;5700 Kg /   5.00 MPa;Asfalto;;;;;;Interditado;;PD1971-0009;https://pergamum.anac.gov.br/arquivos/PD1971-0009.pdf
SNYB;MG0047;Tito Teixeira;ITUIUTABA;Minas Gerais;Ituiutaba;Minas Gerais;-19.001944;-49.487222;"19°00'07.0S""";"049°29'14.0W""";605;VFR;Sem Operação;mar/21;12,000,000;30,00;8/F/B/X/U;Asfalto;;;;;;Cadastrado;;;
SBTU;PA0007;Tucuruí;TUCURUÍ;Pará;Tucuruí;Pará;-3.7769444;-49.719722;"03°46'37.0S""";"049°43'11.0W""";253;VFR / IFR Não Precisão;VFR / IFR Não Precisão;fev/20;20,000,000;45,00;33/F/C/X/U;Asfalto;;;;;;Cadastrado;22/07/2026;PA2016-1885;https://pergamum.anac.gov.br/arquivos/PA2016-1885.pdf
SBUR;MG0009;Mario de Almeida Franco;UBERABA;Minas Gerais;Uberaba;Minas Gerais;-19.764722;-47.966111;"19°45'53.0S""";"047°57'58.0W""";809;VFR / IFR Não Precisão;VFR / IFR Não Precisão;17/35;17,590,000;45,00;32/F/A/X/T;Asfalto;;;;;;Cadastrado;29/06/2025;PA2015-1597;https://pergamum.anac.gov.br/arquivos/PA2015-1597.pdf
SNFE;MG0012;Comandante Paschoal Patrocínio Filho;ALFENAS;Minas Gerais;Alfenas;Minas Gerais;-21.431667;-45.933056;"21°25'54.0S""";"045°55'59.0W""";875;VFR;VFR;abr/22;16,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD1998-0177E;https://pergamum.anac.gov.br/arquivos/PD1998-0177E.pdf
SSUV;PR0034;José Cleto;UNIÃO DA VITÓRIA;Paraná;União da Vitória;Paraná;-26.231667;-51.068889;"26°13'54.0S""";"051°04'08.0W""";752;VFR;Sem Operação;16/34;10,000,000;30,00;14/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD1980-0014;https://pergamum.anac.gov.br/arquivos/PD1980-0014.pdf
SDGC;SP0055;Garça;GARÇA;São Paulo;Garça;São Paulo;-22.183611;-49.656111;"22°11'01.0S""";"049°39'22.0W""";664;VFR;Sem Operação;jan/19;10,000,000;30,00;8/F/C/Y/U;Terra;;;;;;Cadastrado;17/04/2030;PA2020-1027;https://pergamum.anac.gov.br/arquivos/PA2020-1027.pdf
SWTP;AM0022;Santa Izabel do Rio Negro;SANTA ISABEL DO RIO NEGRO;Amazonas;Santa Isabel do Rio Negro;Amazonas;-0.4169444;-65.033889;"00°25'01.0S""";"065°02'02.0W""";68;VFR;Sem Operação;set/27;12,000,000;30,00;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;05/10/2021;PA2011-1908;https://pergamum.anac.gov.br/arquivos/PA2011-1908.pdf
